law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority
William L. Hall,https://www.mehkpclaw.com/william-hall,https://www.google.com/maps/place/?q=place_id:ChIJd99jekD9wIcREPBP6wZr9fM,,Independence,MO,Jackson,(816) 836-2437,,Personal Injury,233 W Walnut St,64050,Kansas City,5
Wrabec Law,http://www.wrabeclaw.com,,,Independence,MO,Jackson,(816) 252-0095,info@wrabeclaw.com,Personal Injury,16643 E 23rd St S,64055,Kansas City,5
Wulff Law,http://www.wulfflaw.net/,https://www.google.com/maps/place/?q=place_id:ChIJKYHuav4cwYcRvvlVwfxJNVw,,Independence,MO,Jackson,(816) 795-5455,office@wulfflaw.net,DUI,4200 Little Blue Pkwy #680,64057,Kansas City,5
wipple law firm,http://www.thewhipplelawfirm.com,,,Independence,MO,Jackson,(816) 842-6411,,Personal Injury,201 N Spring St,64050,Kansas City,5
AGH Law,https://www.agh-lawfirm.com/about,https://www.google.com/maps/place/?q=place_id:ChIJ-7XOgJfxwIcR4zhG61AvefY,,Kansas City,MO,Jackson,(816) 320-5547,ahernandez@agh-lawfirm.com,Personal Injury,1100 Main St UNIT 400,64105,Kansas City,5
"Abella Law Firm, L.L.C.",https://www.abellalaw.com/?utm_source=google-local&utm_medium=organic&utm_campaign=526,https://www.google.com/maps/place/?q=place_id:ChIJnx801WDwwIcRnsXnzpeEQbg,,Kansas City,MO,Jackson,(816) 421-7755,greg@abellalaw.com,Criminal Defense,221 E 11th St,64106,Kansas City,5
Accurso Law Firm,http://www.accursolaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJrxXVA7bvwIcRboVhIwGvfZg,,Kansas City,MO,Jackson,(816) 561-3900,,Social Security Disability,4646 Roanoke Pkwy,64112,Kansas City,1
Ace In The Hole Bail Bonds,,,,Kansas City,MO,Jackson,(816) 763-7300,,General,7911 Prospect Ave,64132,Kansas City,4
Advocates For Families,,https://www.google.com/maps/place/?q=place_id:ChIJGbo3H3jjwIcRt1oCurNsPmQ,,Kansas City,MO,Jackson,(816) 509-6224,,Criminal Defense,5155 Raytown Rd,64133,Kansas City,5
Affordable Lawyer LLC,,https://www.google.com/maps/place/?q=place_id:ChIJ_RZkMUblwIcRc4P5CgW7l98,,Kansas City,MO,Jackson,(816) 325-9327,,Criminal Defense,3906 Indiana Ave,64130,Kansas City,5
Agron Law Office,http://agronlawoffice.com,,,Kansas City,MO,Jackson,(816) 931-3311,,Personal Injury,420 Nichols Rd Ste 200,64112,Kansas City,5
Aimee the Attorney,https://aimeetheattorney.com/,https://www.google.com/maps/place/?q=place_id:ChIJ0YCe8F3wwIcR6748DDt-Q4s,,Kansas City,MO,Jackson,(816) 471-1114,help@aimeetheattorney.com,DUI,606 W 39th St,64111,Kansas City,5
Alex Hodges Law Firm,https://alexhodgeslaw.com,,,Kansas City,MO,Jackson,(816) 995-8520,,General,3770 Broadway Blvd,64111,Kansas City,4
Alexander Law LLC,,,,Kansas City,MO,Jackson,(816) 892-0444,,General,3145 Broadway Blvd,64111,Kansas City,4
"Apex Injury Attorneys, LLC",https://www.apexinjuryattorneys.com/,https://www.google.com/maps/place/?q=place_id:ChIJMRgy2XjpwIcRYc-OduXcVVQ,,Kansas City,MO,Jackson,(816) 451-8100,Steve@apexinjuryattorneys.com,Personal Injury,9237 Ward Pkwy Suite 100B,64114,Kansas City,5
Aramjoo Law Firm,https://aramjoolawfirm.com,,,Kansas City,MO,Jackson,(816) 578-8229,,Personal Injury,1903 Wyandotte St Ste 10,64108,Kansas City,5
Armstrong Teasdale LLP,https://www.armstrongteasdale.com/office-locations/kansas-city-mo/,https://www.google.com/maps/place/?q=place_id:ChIJo8Epy2rwwIcR9n8Tbzp57S8,,Kansas City,MO,Jackson,(816) 221-3420,,Criminal Defense,2345 Grand Blvd Ste 1500,64108,Kansas City,5
Arthur Benson Law Firm,https://bensonlaw.com/quick.html,,,Kansas City,MO,Jackson,(816) 531-6565,,Civil Litigation,4006 Central St,64111,Kansas City,3
Ashcroft Law Firm,http://ashcroftgroupllc.com,,,Kansas City,MO,Jackson,(816) 285-7600,,General,1100 Main St,64105,Kansas City,4
Associates In Dispute Resolution,http://www.adrmediate.com/index.cfm,,,Kansas City,MO,Jackson,(816) 531-1001,,General,1600 Genessee St,64102,Kansas City,4
Austin F Shute,http://www.austinshute.com,,,Kansas City,MO,Jackson,(816) 966-0668,,General,3707 E 104th St,64137,Kansas City,4
Austin Living Trust Law Firm,http://www.austinlivingtrust.com,,,Kansas City,MO,Jackson,(816) 765-3900,,General,5904 E Bannister Rd,64134,Kansas City,4
BKTP Bankruptcy Law,http://kcbankruptcylawyer.com,,,Kansas City,MO,Jackson,(816) 246-9446,,Family Law,229 SE Douglas St #210B,64063,Kansas City,4
Baker Sterchi Cowden & Rice LLC,http://www.bakersterchi.com/,https://www.google.com/maps/place/?q=place_id:ChIJOUPvVBTwwIcROS86iafiRvs,,Kansas City,MO,Jackson,(816) 471-2121,benevides@bakersterchi.com,Personal Injury,2400 E Pershing Rd #500,64108,Kansas City,5
Bankruptcy Law Center,http://www.bankruptcylawkansascity.com,,,Kansas City,MO,Jackson,(816) 941-8973,,General,9229 Ward Pkwy Ste 260,64114,Kansas City,4
Barnes Law Firm,https://www.law4321.com/?npcmp=dir:local:1101672:64112,,,Kansas City,MO,Jackson,(816) 608-4065,,General,919 W 47th St,64112,Kansas City,4
Bates & Merryman Law Firm,https://www.bmmblaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJLTnPretrw4MR99OHD2wTId0,,Kansas City,MO,Jackson,(816) 608-2570,mmerryman@bmmblaw.com;%20nbates@bmmblaw.com,Personal Injury,7132 Main St,64114,Kansas City,5
Bautista LeRoy LLC,https://www.bautistaleroy.com,,,Kansas City,MO,Jackson,(816) 221-0382,,Personal Injury,3770 Broadway Blvd,64111,Kansas City,5
Befort Law Firm,http://www.befortlawkc.com,,,Kansas City,MO,Jackson,(816) 569-6673,jeff@befortlawkc.com,Personal Injury,4035 Central St,64111,Kansas City,5
"Bell Law, LLC",https://bell-law-kc.com/consumer-protection-attorney-kansas-city/,https://www.google.com/maps/place/?q=place_id:ChIJb7gLAUHwwIcRK_oA2znR1D0,,Kansas City,MO,Jackson,(816) 886-8206,,Business Law,2600 Grand Blvd #580,64108,Kansas City,2
Belleview Law Firm,https://www.kansascitydivorcefirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJp67k4rXvwIcR7dmQYaP8w_k,,Kansas City,MO,Jackson,(816) 875-0557,,Personal Injury,4700 Belleview Ave #404,64112,Kansas City,5
Benge Law Firm,http://www.bengelaw.net,,,Kansas City,MO,Jackson,(816) 581-3700,,General,900 Westport Rd,64111,Kansas City,4
Berkowitz Oliver Williams Shaw & Eisenbrandt LLP,http://www.berkowitzoliver.com/,https://www.google.com/maps/place/?q=place_id:ChIJOaHWkj3wwIcR06yEpPGynxU,,Kansas City,MO,Jackson,(816) 561-7007,,Civil Litigation,2600 Grand Blvd #1200,64108,Kansas City,3
Bill Kenney Law Firm,http://www.billkenneylaw.com,,,Kansas City,MO,Jackson,(816) 842-2455,,Personal Injury,1101 Walnut St Ste 102,64106,Kansas City,5
Blevins & Pietz,http://blevinsandpietz.com/index.html,,,Kansas City,MO,Jackson,(816) 478-6900,,General,4971 NE Goodview Cir,64064,Kansas City,4
"Bond Law Office, LLC",http://www.bondlawofficekc.com/,https://www.google.com/maps/place/?q=place_id:ChIJ__9PO2fwwIcR9tIxLqHmDy8,,Kansas City,MO,Jackson,(816) 945-8855,info@indiantypefoundry.com,Social Security Disability,2300 Main St Ste 900,64108,Kansas City,1
Bortnick & McKeon P.C.,http://www.kclegalservices.com,,,Kansas City,MO,Jackson,(816) 221-2470,,General,1222 McGee St,64106,Kansas City,4
Boulton Law Firm,http://www.boultonlaw.com,,,Kansas City,MO,Jackson,(816) 931-7500,jonathan@boultonlaw.com,Personal Injury,3700 Broadway Blvd Ste 350,64111,Kansas City,5
"Bower Law Firm, LLC",http://bowerlawfirm.com,,,Kansas City,MO,Jackson,(816) 506-6397,,General,210 SW Market St # 206,64063,Kansas City,4
Breyfogle Douglas B.,http://dougbreyfogle.com,,,Kansas City,MO,Jackson,(816) 285-6009,,General,4550 Belleview Ave,64111,Kansas City,4
Brian Tillema Law Office,,,,Kansas City,MO,Jackson,(816) 246-8500,,General,800 NE Vanderbilt Ln,64064,Kansas City,4
Brown & Crouppen,https://www.brownandcrouppen.com/kansas-city/?utm_source=google&utm_medium=organic&utm_campaign=gbp-kansascity,https://www.google.com/maps/place/?q=place_id:ChIJ70o38mrwwIcRNo5AfokXNm8,,Kansas City,MO,Jackson,(816) 662-7070,,Personal Injury,2345 Grand Blvd #675,64108,Kansas City,5
"Brown & James, P.C.",http://www.brownjames.com/,https://www.google.com/maps/place/?q=place_id:ChIJI8kr5V3wwIcRzYDo73CcLzA,,Kansas City,MO,Jackson,(816) 472-0800,bg-footer@2x.png,Personal Injury,2345 Grand Blvd #2100,64108,Kansas City,5
Brown Law Firm,http://www.brownlawfirm-llc.com,,,Kansas City,MO,Jackson,(816) 474-4114,,General,2405 Grand Blvd Ste 300,64108,Kansas City,4
"Burgess Law Firm, PC",https://www.burgesslawkc.com,,,Kansas City,MO,Jackson,(816) 471-1700,,Personal Injury,4310 Madison Ave,64111,Kansas City,5
By the Law,http://www.bythelawrehab.com,,,Kansas City,MO,Jackson,(816) 882-4894,,General,215 Garfield Ave,64124,Kansas City,4
C Anderson Law Office,http://cramerandersonlaw.com,,,Kansas City,MO,Jackson,(816) 607-7130,,General,113 SE Green St,64063,Kansas City,4
Campbell Law Firm,http://campbell-law-firm.com,,,Kansas City,MO,Jackson,(816) 221-7007,,General,1627 Main St,64108,Kansas City,4
"Canady Law Firm, LLC",http://www.canadylawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJRa7tuAPxwIcRkKiHOKg6e_I,,Kansas City,MO,Jackson,(816) 699-6307,info@canadylawkc.com,Personal Injury,406 W 34th St Suite 500,64111,Kansas City,5
Cannon Law,https://www.cannoninjurylaw.com/?npcmp=dir:local:5258687:64131,,,Kansas City,MO,Jackson,(816) 942-1000,,General,400 E Red Bridge Rd,64131,Kansas City,4
Cantor Injury Law,https://www.cantorinjurylaw.com/kansas-city-office,,,Kansas City,MO,Jackson,(816) 819-1339,,Personal Injury,111 W 10th St,64105,Kansas City,5
Carl W Bussey & Associates,,https://www.google.com/maps/place/?q=place_id:ChIJva_oe2bwwIcRsO2DoK-q5RY,,Kansas City,MO,Jackson,(816) 474-3440,,Criminal Defense,324 E 11th St Suite 1604,64106,Kansas City,5
Carter Law Offices,https://www.carterlaw.org/?npcmp=dir:local:2205492:64108,https://www.google.com/maps/place/?q=place_id:ChIJcbB58D3wwIcRPkpb6VFgW_Q,,Kansas City,MO,Jackson,(816) 283-3500,,Personal Injury,2600 Grand Blvd #560,64108,Kansas City,5
Case Linden Kurtz Buck PC,https://www.caselinden.com/?npcmp=dir:local:3357324:64108,https://www.google.com/maps/place/?q=place_id:ChIJswyacUDwwIcRKtycnynSVOo,,Kansas City,MO,Jackson,(816) 897-6548,,Personal Injury,2600 Grand Blvd Suite 300,64108,Kansas City,5
Cassandra Terhune Law Office,http://www.attorneyskc.com,,,Kansas City,MO,Jackson,(816) 524-7007,,General,108 SE Eastridge St,64063,Kansas City,4
Castle Law Office,http://castlelaw-kc.com/,https://www.google.com/maps/place/?q=place_id:ChIJswyacUDwwIcRdZ2h6Ng_2xk,,Kansas City,MO,Jackson,(816) 842-6200,,Personal Injury,811 Grand Blvd Ste 101,64106,Kansas City,5
Chionuma Law Firm - Accident & Injury Attorneys,https://www.chionuma.com/?utm_source=google&utm_medium=local&utm_campaign=gmb-kansascity,https://www.google.com/maps/place/?q=place_id:ChIJk5HpdV7wwIcRMIcokdzXg-w,,Kansas City,MO,Jackson,(816) 327-1761,,Personal Injury,406 W 34th St Ste 820,64111,Kansas City,5
Combs Waterkotte,https://www.combswaterkotte.com/locations/kansas-city-mo/,https://www.google.com/maps/place/?q=place_id:ChIJb93wCfrxwIcREPUyWvjFUqc,,Kansas City,MO,Jackson,(913) 772-7463,info@robersontool.com,Personal Injury,2300 Main St Ste 900,64108,Kansas City,5
"Complete Estate & Probate Law, LLC",http://www.completelawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJH48Cy9_pwIcRFdyKZNcOeVc,,Kansas City,MO,Jackson,(816) 601-1234,planning@completelawkc.com,Medical Malpractice,10401 Holmes Rd Ste 210,64101,Kansas City,5
"Consumer Law Center of Kansas City, LLC",http://www.pittmanlaw-kc.com,,,Kansas City,MO,Jackson,(816) 581-3900,,General,700 E 8th St Unit 300,64106,Kansas City,4
"Consumer Law KC, LLC",http://www.kcbankruptcylawfirm.com,,,Kansas City,MO,Jackson,(816) 434-7300,,General,1308 NE Windsor Dr,64086,Kansas City,4
Corley Law Firm,http://www.corleylawfirm.com,,,Kansas City,MO,Jackson,(816) 753-5556,,General,4010 Washington St,64111,Kansas City,4
Cox Law Firm,https://www.coxlaw.us/contact/,https://www.google.com/maps/place/?q=place_id:ChIJq6qa-SDpwIcRdEfm9-W4sWs,,Kansas City,MO,Jackson,(816) 897-7902,,Personal Injury,1609 W 92 St,64114,Kansas City,5
Credit Law Center,http://creditlawcenter.com,,,Kansas City,MO,Jackson,(800) 994-3070,,Intellectual Property,"255 Northwest Blue Parkway, Suite 200",64063,Kansas City,1
Criterion Law,http://www.criterionlc.com,,,Kansas City,MO,Jackson,(816) 897-0554,,Personal Injury,800 W 47th St,64112,Kansas City,5
"Crozier Law, LLC",http://www.crozierlaw.net/?utm_source=google-local&utm_medium=organic,https://www.google.com/maps/place/?q=place_id:ChIJdTKUcYvowIcRDpiTWoCsIqY,,Kansas City,MO,Jackson,(816) 695-5287,justin@crozierlaw.net,Criminal Defense,800 E 101st Terrace #350,64131,Kansas City,5
Curry Law Firm,http://www.brownandcurry.com,,,Kansas City,MO,Jackson,(816) 756-5458,,General,406 W 34th St Ste 810,64111,Kansas City,4
Cushing Law Office PC,,,,Kansas City,MO,Jackson,(816) 246-5297,,General,226 SE Douglas St,64063,Kansas City,4
"Cutter Law Firm, LLC",http://www.jlclaw.com,,,Kansas City,MO,Jackson,(816) 561-4144,,General,"3100 Broadway Blvd, Suite 600",64111,Kansas City,4
Cynthia M Dodge,http://cdodgelaw.com,,,Kansas City,MO,Jackson,(816) 686-2000,,General,233 SW Greenwich Dr,64082,Kansas City,4
DM Injury Law Kansas City,https://www.dmlawusa.com/?utm_source=GMB&utm_medium=organic&utm_campaign=kansascity,https://www.google.com/maps/place/?q=place_id:ChIJu3TTTcXvwIcRnA0ICXy305w,,Kansas City,MO,Jackson,(816) 323-5259,contact@dmlawusa.com,Personal Injury,4600 Madison Ave Suite 1200,64112,Kansas City,5
Daniel C. Miller Attorney,http://www.danmillerlawoffice.com,,,Kansas City,MO,Jackson,(816) 875-0470,,General,618 SE 4th St,64063,Kansas City,4
Daniels Law Firm PC,,,,Kansas City,MO,Jackson,(816) 472-5300,,General,1125 Grand Blvd,64106,Kansas City,4
David Rosenberg Law,http://mayerrosenberg.com,,,Kansas City,MO,Jackson,(816) 510-6757,,General,9229 Ward Pkwy,64114,Kansas City,4
Davis Attorneys,http://www.davisattorneyskc.com/,https://www.google.com/maps/place/?q=place_id:ChIJexDOnW3vwIcRSPHNmD5JSKE,,Kansas City,MO,Jackson,(816) 531-1330,contact@davisattorneyskc.com,Personal Injury,629 E Meyer Blvd,64131,Kansas City,5
Davis George Mook LLC,https://davisgeorge.com/areas-of-practice/,https://www.google.com/maps/place/?q=place_id:ChIJU0eXnrLxwIcRUKEv9jajaJA,,Kansas City,MO,Jackson,(816) 569-2629,info@dgmlawyers.com,Employment Law,1600 Genessee St #328,64102,Kansas City,3
"Davis, Bethune & Jones LLC.",http://www.dbjlaw.net/,https://www.google.com/maps/place/?q=place_id:ChIJ0YCe8F3wwIcR4YUEb9Se08w,,Kansas City,MO,Jackson,(816) 421-1600,info@dbjlaw.net,Personal Injury,1100 Main St #2930,64105,Kansas City,5
DeVaughn James Injury Lawyers,https://www.devaughnjames.com/locations/kansas-city/kansas-city-personal-injury-attorney/,https://www.google.com/maps/place/?q=place_id:ChIJH_KCaHzpwIcR3Ug36POG1wY,,Kansas City,MO,Jackson,(816) 999-9999,,Personal Injury,10450 Holmes Rd Ste 110,64101,Kansas City,5
Denker Law Firm,http://www.denkerlawfirm.com,,,Kansas City,MO,Jackson,(816) 434-6610,,Estate Planning,229 SE Douglas St Ste 210,64063,Kansas City,2
Denlow & Henry,https://www.denlow.com,,,Kansas City,MO,Jackson,(816) 472-5252,pghenry@henrymeuret.com,Social Security Disability,4700 Belleview Ave Ste 215,64112,Kansas City,1
Devkota Law Firm,https://devkotalawfirm.com/?utm_source=google&utm_medium=businessprofile&utm_campaign=googlemaps,https://www.google.com/maps/place/?q=place_id:ChIJtSdIxNrvwIcRrJsI6RAFzXk,,Kansas City,MO,Jackson,(816) 451-0618,,Personal Injury,4010 Washington St Suite 350,64111,Kansas City,5
Dickerson Oxton,http://www.dickersonoxton.com,,,Kansas City,MO,Jackson,(816) 268-1960,,General,1200 Main St Ste 2120,64105,Kansas City,4
Dodig Law Firm,http://www.dodiglaw.com,,,Kansas City,MO,Jackson,(816) 554-1599,dodig@dodiglaw.com,Employment Law,300 SW Main St,64063,Kansas City,3
"Dollar, Burns, Becker & Hershewe",https://dollar-law.com/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,https://www.google.com/maps/place/?q=place_id:ChIJI8kr5V3wwIcRZ2bm23QqYVw,,Kansas City,MO,Jackson,(816) 876-2600,,Personal Injury,1100 Main St Suite 2600,64105,Kansas City,5
Donald E Maxwell,https://www.donmaxwelllaw.com,,,Kansas City,MO,Jackson,(816) 421-2021,dmaxwell@donmaxwelllaw.com,Estate Planning,4700 Belleview Ave,64112,Kansas City,2
Edelman & Thompson Law Firm,https://edelmanthompson.com/kansas-city-personal-injury-lawyers/,https://www.google.com/maps/place/?q=place_id:ChIJ12yiNSTwwIcRw2jFLUggZKM,,Kansas City,MO,Jackson,(816) 561-3400,estrautman@etkclaw.com,Personal Injury,4520 Main St # 500,64111,Kansas City,5
"Edelman, Liesen & Myers Law Firm",http://www.elmlawkc.com,,,Kansas City,MO,Jackson,(816) 607-1529,kmyers@elmlawkc.com,Employment Law,208 W Linwood Blvd,64111,Kansas City,3
Edgar Law Firm,https://www.edgarlawfirm.com/?npcmp=dir:local:3394828:64105,,,Kansas City,MO,Jackson,(816) 399-5158,,Personal Injury,1032 Pennsylvania Ave,64108,Kansas City,5
Employee Rights Law Firm,https://www.employeerightslawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJexy0mrLxwIcRDvw8W3bkZ6A,,Kansas City,MO,Jackson,(816) 474-4600,christie.jess@employeerightslawfirm.com,Personal Injury,1600 Genessee St,64102,Kansas City,5
"Eslinger Law Firm, LLC",https://www.eslingerlawfirm.com,,,Kansas City,MO,Jackson,(816) 259-5226,,Personal Injury,2517 Jefferson St,64108,Kansas City,5
"Evans & Dixon, LLC",https://www.evans-dixon.com/kansas-city-office.aspx,https://www.google.com/maps/place/?q=place_id:ChIJ0YCe8F3wwIcRGm-O1OGOhFU,,Kansas City,MO,Jackson,(816) 472-4600,contact@evans-dixon.com,Family Law,,64105,Kansas City,4
Family First Law LLC,http://www.familyfirstlawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJKcs01WDwwIcRPEfd0VOVL4g,,Kansas City,MO,Jackson,(816) 701-9221,office@ffl-kc.com,Intellectual Property,1600 Genessee St Ste 635,64102,Kansas City,1
"Fields & Brown, LLC",http://www.fieldsandbrown.com/,https://www.google.com/maps/place/?q=place_id:ChIJ0YCe8F3wwIcRgtrSYCATeWA,,Kansas City,MO,Jackson,(816) 474-1700,cbrown@fieldsandbrown.com,Social Security Disability,1100 Main St #1600,64105,Kansas City,1
Fisher Law LLC,https://www.fisherlawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJ7WpnM1nwwIcRD9KoHRwjSzM,,Kansas City,MO,Jackson,(816) 471-7008,,Family Law,4505 Madison Ave STE 100,64111,Kansas City,4
Fitzgerald Edward,,,,Kansas City,MO,Jackson,(816) 523-3922,,General,619 W 116th St,64114,Kansas City,4
"Fletcher Law Office, LLC",https://www.fletcherlawusa.com/kansas-city-car-accident-lawyer/,https://www.google.com/maps/place/?q=place_id:ChIJf1C12r_vwIcRH_IBQzCiReY,,Kansas City,MO,Jackson,(816) 631-2868,,Personal Injury,751 E 63rd St Suite #430,64110,Kansas City,5
Flick Law Firm - Car & Truck Accident Attorney,http://www.flicklawfirm.com,,,Kansas City,MO,Jackson,(816) 221-0501,contact@flicktruckaccidentlaw.com,Personal Injury,107 W 9th St # 216,64105,Kansas City,5
Foster Wallace Personal Injury Lawyers,http://fosterwallace.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-kansas-city,https://www.google.com/maps/place/?q=place_id:ChIJL0_P9wnvwIcRMets3xggv_I,,Kansas City,MO,Jackson,(816) 408-3466,,Personal Injury,4700 Belleview Ave Ste 304,64112,Kansas City,5
Franke Schultz & Mullen,https://www.fsmlawfirm.com/,https://www.google.com/maps/place/?q=place_id:ChIJ_eZeGifpwIcRakB0fkknNTE,,Kansas City,MO,Jackson,(816) 421-7100,bsylwester@fsmlawfirm.com,Personal Injury,8900 Ward Pkwy #200,64114,Kansas City,5
"Fulcher & Schultz, LLC",http://www.gallas-schultz.com,,,Kansas City,MO,Jackson,(816) 822-8100,,General,9140 Ward Pkwy Ste 200,64114,Kansas City,4
G. Gray Law,http://www.ggraylaw.org,,,Kansas City,MO,Jackson,(816) 888-3145,ggraylaw@outlook.com,Personal Injury,104 W 9th St,64105,Kansas City,5
Garrett Law KC,http://www.garrettlawkc.com,,,Kansas City,MO,Jackson,(816) 523-1183,jeff@garrettlawkc.com,Personal Injury,222 W Gregory Blvd Ste 325,64114,Kansas City,5
Gillis John B,http://johngilliskc.com,,,Kansas City,MO,Jackson,(816) 474-0179,,Estate Planning,222 W Gregory Blvd Ste 238,64114,Kansas City,2
Grass Pad Lee's Summit,http://www.GrassPad.com,,,Kansas City,MO,Jackson,(816) 525-8885,,Social Security Disability,1711 NE Rice Rd,64086,Kansas City,1
"Gregory Leyh, P.C.",http://www.leyhlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJL5cAuOb3wIcRmwWi18vPwhc,,Kansas City,MO,Jackson,(816) 283-3380,anapbm@gmail.com,Civil Litigation,1600 Genessee St,64102,Kansas City,3
Griggs Injury Law,http://www.griggsinjurylaw.com,,,Kansas City,MO,Jackson,(816) 474-0202,chosen-sprite@2x.png,Personal Injury,800 W 47th St Ste 705,64112,Kansas City,5
"Grissom Miller Law Firm, LLC",http://www.grissommiller.com/,https://www.google.com/maps/place/?q=place_id:ChIJR_C2hwfxwIcRkTBFsh2xa8w,,Kansas City,MO,Jackson,(816) 336-1213,Info@GrissomMiller.com,Personal Injury,1600 Genessee St # 460,64102,Kansas City,5
Grover Law Firm,https://groverlawkc.com,,,Kansas City,MO,Jackson,(913) 766-2330,,Personal Injury,221 E 11th St,64106,Kansas City,5
Gunther John Attorney At Law,,,,Kansas City,MO,Jackson,(816) 246-7343,,General,229 NW Blue Pkwy,64063,Kansas City,4
HKM Employment Attorneys LLP,https://hkm.com/kansascity/?utm_source=gbp&utm_medium=organic&utm_campaign=website&utm_term=kansas+city,https://www.google.com/maps/place/?q=place_id:ChIJ2WqexsDvwIcRrWz2cvdK6rg,,Kansas City,MO,Jackson,(816) 607-4691,,Sexual Assault,1600 Genessee St Suite 754,64102,Kansas City,4
Hague Law Blog,https://www.haguelawblog.com,,,Kansas City,MO,Jackson,(816) 200-1383,hlb@vikinglaw.us,Personal Injury,6525 Charlotte St,64131,Kansas City,5
Hardy Law Firm,http://www.kcattorneyonline.com,,,Kansas City,MO,Jackson,(913) 667-9625,,General,4218 Roanoke Rd,64111,Kansas City,4
Hartmann Law Office LLC,http://www.hlawkc.com/,https://www.google.com/maps/place/?q=place_id:ChIJYeaVDrbvwIcRnuZ1gZ7Kw6g,,Kansas City,MO,Jackson,(816) 599-6638,,Estate Planning,2029 Wyandotte St # 100,64108,Kansas City,2
Heartland Law,http://www.heartlandlawyer.com,,,Kansas City,MO,Jackson,(816) 842-6700,,Personal Injury,,64106,Kansas City,5
"Herrin Law Firm, LLC",,https://www.google.com/maps/place/?q=place_id:ChIJQYaiBsXpwIcR_s4PHkPWr4A,,Kansas City,MO,Jackson,(816) 537-1199,,Family Law,1600 Genessee St Suite 607,64102,Kansas City,4
Hilty Law Firm LLC,http://hilty-law.com/,https://www.google.com/maps/place/?q=place_id:ChIJL4K6_wrpwIcRTBVLgjtH3f4,,Kansas City,MO,Jackson,(660) 351-2865,,General,800 E 101st Terrace #350,64131,Kansas City,4
Hubbard & Kurtz LLP,http://www.mokanlaw.com/,https://www.google.com/maps/place/?q=place_id:ChIJewoZ0WnwwIcR2vt_BQfEmuU,,Kansas City,MO,Jackson,(816) 472-4673,dmclaughlin@mokanlaw.com,Personal Injury,1718 Walnut St,64108,Kansas City,5
Hursh & Young LC,http://www.hurshyounglaw.com,,,Kansas City,MO,Jackson,(816) 822-1400,,General,405 W 89th St,64114,Kansas City,4
Husch Blackwell,https://www.huschblackwell.com/offices/kansascity_mo,https://www.google.com/maps/place/?q=place_id:ChIJyxdKvb7vwIcRoXeH6Bxyr5I,,Kansas City,MO,Jackson,(816) 983-8000,,Family Law,4801 Main St #1000,64112,Kansas City,4
IRS Tax Settlement Attorneys,http://www.tax-defense-network.com,,,Kansas City,MO,Jackson,(816) 581-0487,info@taxdefensenetwork.com,Social Security Disability,2300 Main St Ste 136,64108,Kansas City,1
Injury Law Associates,https://www.injurylaw-kc.com/,https://www.google.com/maps/place/?q=place_id:ChIJASJ9r2_vwIcRosy_cjW6OQQ,,Kansas City,MO,Jackson,(816) 866-7711,,Personal Injury,701 E 63rd St Fl 3,64110,Kansas City,5
Irvin Tax Lawyers of KC,,,,Kansas City,MO,Jackson,(816) 581-0537,,General,8700 E 63rd St #3,64133,Kansas City,4
JPLaw Criminal Defense Attorney,https://johnpicerno.com/?utm_source=google-local&utm_medium=organic&utm_campaign=3925,https://www.google.com/maps/place/?q=place_id:ChIJva_oe2bwwIcRXTorHYdBmEY,,Kansas City,MO,Jackson,(816) 471-3330,jplaw@johnpicerno.com,Personal Injury,2526 Holmes St,64108,Kansas City,5
Jackoboice Law Firm,http://www.jackoboicelaw.com,,,Kansas City,MO,Jackson,(816) 756-0080,,Family Law,4505 Madison Ave,64111,Kansas City,4
James E Martin,http://www.lojemkc.com,,,Kansas City,MO,Jackson,(816) 931-7797,,General,1600 Genessee St,64102,Kansas City,4
Jane L. Williams,http://www.jlwlawfirm.com,,,Kansas City,MO,Jackson,(816) 249-2122,jane@jlwlawfirm.com,Estate Planning,1441 E 104th St Ste 100,64131,Kansas City,2
"Janeece L. Dent-Bennett, P.C. Attorney At Law",,,,Kansas City,MO,Jackson,(816) 524-0007,,General,704 SE 3rd St,64063,Kansas City,4
Jeffrey Carey - BKTP Law Firm,https://www.careypersonalinjury.com,,,Kansas City,MO,Jackson,(816) 246-9445,,Personal Injury,229 SE Douglas St Ste 210,64063,Kansas City,5
Jenkins Law Firm,http://www.jenkinslawfirmofkc.com,,,Kansas City,MO,Jackson,(816) 268-1038,,General,4310 Madison Ave,64111,Kansas City,4
Johnson Deborah S,http://deborahsjohnsonesq.com,,,Kansas City,MO,Jackson,(816) 943-0100,,Social Security Disability,9923 State Line Rd,64114,Kansas City,1
