law_firm_name,website,google_business_profile,legal_directory_listing,city,state,county,phone_number,email,practice_area,street_address,zip_code,msa,priority,number_of_lawyers,source,date_pulled
"Herrman Law, LLC",https://www.herrmanlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=22773,Wichita,KS,Sedgwick,(316) 440-1212,welcome@herrmanlaw.com,Family Law,"1223 N. Rock Rd, Bldg E, Ste 100",67206,Wichita,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Law Office of Paul Hogan LLC,https://www.hoganlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=8922,Wichita,KS,Sedgwick,(316) 303-1411,,Personal Injury,"400 N Woodlawn, Ste 13A",67208,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Christopher A. Holzman Atty At Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22950,Wichita,KS,Sedgwick,(316) 264-9783,,General,301 W Central,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Eric Ireland, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=15032,Wichita,KS,Sedgwick,(316) 640-2550,,General,2832 N Eagle St,67226,Wichita,2,1,KS Courts Registry,2026-08-17
Joseph Jabara,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13732,Wichita,KS,Sedgwick,(316) 554-6336,,General,13734 W Hardtner Ct,67235,Wichita,2,1,KS Courts Registry,2026-08-17
"David & Jack, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=12621,Wichita,KS,Sedgwick,(316) 945-8251,,General,2121 W Maple,67213,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Barbara L. James,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10434,Wichita,KS,Sedgwick,(316) 640-0437,,General,PO Box 1185,67201,Wichita,2,1,KS Courts Registry,2026-08-17
Davis Business Law,https://www.davisbusinesslaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=24614,Wichita,KS,Sedgwick,(316) 252-2291,office@davisbusinesslaw.com,Business Law,"2118 N Tyler Rd, Building B, Ste 101",67212,Wichita,2,2,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Sedgwick County District Attorney Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=31412,Wichita,KS,Sedgwick,(316) 660-3600,,General,535 N Main,67203,Wichita,2,7,KS Courts Registry,2026-08-17
Sedgwick County DA's Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13218,Wichita,KS,Sedgwick,(316) 660-9700,,General,1900 E. Morris St,67211,Wichita,2,6,KS Courts Registry,2026-08-17
"Kahrs Law Offices, P.A.",https://www.kahrslaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=15047,Wichita,KS,Sedgwick,(316) 269-4343,,Civil Litigation,P.O.  Box 780487,67278-0487,Wichita,3,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Robert W. Kaplan Attorney,,,https://directory-kard.kscourts.gov/Home/Details?regNum=5220,Wichita,KS,Sedgwick,(316) 392-6000,,General,"6130 E Central, Ste 117",67208,Wichita,2,1,KS Courts Registry,2026-08-17
"Law Office of Martin J. Keenan, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=12340,Wichita,KS,Sedgwick,(620) 793-0347,,General,121 S. Whittier St.,67207,Wichita,2,1,KS Courts Registry,2026-08-17
Spencer Fane LLP,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14515,Wichita,KS,Sedgwick,(316) 246-2693,,General,"1313 N. Webb Rd, Ste 200",67206,Wichita,2,2,KS Courts Registry,2026-08-17
Kapaun Mt Carmel Catholic H.S.,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14209,Wichita,KS,Sedgwick,(316) 634-0315,,General,8506 E. Central Ave,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Knappenberger Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=8827,Wichita,KS,Sedgwick,(316) 617-7794,,General,1548 N Gatwood Ct,67206,Wichita,2,1,KS Courts Registry,2026-08-17
YoungWilliams,,,https://directory-kard.kscourts.gov/Home/Details?regNum=26736,Wichita,KS,Sedgwick,(316) 729-0732,,General,2024 N Woodlawn Ste 350,67208,Wichita,2,2,KS Courts Registry,2026-08-17
Lacey P.A.,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19957,Wichita,KS,Sedgwick,(316) 210-7564,,General,1026 N Gatewood Ct,67206,Wichita,2,1,KS Courts Registry,2026-08-17
Ladanyi Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29075,Wichita,KS,Sedgwick,(316) 267-2229,,General,330 N Main St,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Security 1st Title,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29966,Wichita,KS,Sedgwick,(316) 267-8371,,General,727 N Waco Ave Ste 300,67203,Wichita,2,3,KS Courts Registry,2026-08-17
"David S Langston, Atty At Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=7600,Wichita,KS,Sedgwick,(620) 786-0874,,General,1095 S 143rd St E,67230,Wichita,2,1,KS Courts Registry,2026-08-17
Langston Legal LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=8970,Wichita,KS,Sedgwick,(316) 749-8991,,General,1095 S 143rd St E,67230,Wichita,2,1,KS Courts Registry,2026-08-17
Langworthy Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22376,Wichita,KS,Sedgwick,(316) 265-7288,,General,727 N Waco Ste 145,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Lautz Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20555,Wichita,KS,Sedgwick,(316) 262-8900,,General,"420 E English, Ste B",67202,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Michael Lazzo,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13022,Wichita,KS,Sedgwick,(316) 265-4411,,General,310 W Central Ste 202,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Hulnick Stang Gering & Leavitt, PA",,,https://directory-kard.kscourts.gov/Home/Details?regNum=24224,Wichita,KS,Sedgwick,(316) 263-7596,,General,310 W Central Ste 111,67202,Wichita,2,,KS Courts Registry,2026-08-17
Law Office of John W. Lehecka,https://www.leheckalaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=11712,Wichita,KS,Sedgwick,(316) 267-5675,jlehecka@leheckalaw.com,Family Law,310 W Central Ste 214,67202,Wichita,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Laham Development Company,,,https://directory-kard.kscourts.gov/Home/Details?regNum=18203,Wichita,KS,Sedgwick,(316) 292-3927,,General,"1313 N. Webb Rd, Ste 140",67206,Wichita,2,1,KS Courts Registry,2026-08-17
Madden Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11906,Wichita,KS,Sedgwick,(316) 347-1401,,General,115 S Rutan # 103,67218,Wichita,2,1,KS Courts Registry,2026-08-17
KS Division of Workers Comp,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22954,Wichita,KS,Sedgwick,(316) 267-9516,,General,266 N Main St Ste 100,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Stephen J Mardis,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9327,Wichita,KS,Sedgwick,(316) 685-1040,,General,740 W 2nd St Ste 200,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Martens Work Comp Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11586,Wichita,KS,Sedgwick,(316) 461-0135,,General,PO Box 16967,67216,Wichita,2,1,KS Courts Registry,2026-08-17
"Coy Martin Law, LC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=17104,Wichita,KS,Sedgwick,(316) 617-3246,,General,8425 E. Shannon Way,67206,Wichita,2,,KS Courts Registry,2026-08-17
DJR Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=28287,Wichita,KS,Sedgwick,(316) 269-2626,,General,PO Box 4069,67204,Wichita,2,2,KS Courts Registry,2026-08-17
"Mason Counsel Group, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=26981,Wichita,KS,Sedgwick,(402) 245-8239,,General,4601 E Douglas Ave Ste 150,67218,Wichita,2,1,KS Courts Registry,2026-08-17
Holmes Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=28659,Wichita,KS,Sedgwick,(316) 267-6711,,General,445 N Waco,67202,Wichita,2,2,KS Courts Registry,2026-08-17
Sherwood Companies,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16069,Wichita,KS,Sedgwick,(316) 943-0211,,General,P.O. Box 9163,67277,Wichita,2,1,KS Courts Registry,2026-08-17
McMaster & McMaster LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11903,Wichita,KS,Sedgwick,(316) 263-4281,,General,PO Box 2684,67201-2684,Wichita,2,,KS Courts Registry,2026-08-17
Parmele Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7074,Wichita,KS,Sedgwick,(316) 263-6300,,General,"10333 E 21st St N, Ste 204",67206,Wichita,2,1,KS Courts Registry,2026-08-17
Arn Mullins Unruh Kuhn Wilson LLP,,,https://directory-kard.kscourts.gov/Home/Details?regNum=9487,Wichita,KS,Sedgwick,(316) 267-5267,,General,300 West Douglas #330,67202,Wichita,2,4,KS Courts Registry,2026-08-17
Carlos J. Nolla-Corretjer LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16170,Wichita,KS,Sedgwick,(316) 267-8100,,General,301 N Main St Ste 340,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Jo Lynn Oakman, Attorney At Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=11305,Wichita,KS,Sedgwick,(316) 267-2330,,General,310 W Central Ste 205,67202,Wichita,2,1,KS Courts Registry,2026-08-17
"O'Hara & O'Hara, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=8979,Wichita,KS,Sedgwick,(316) 263-5601,,General,1223 E 1st St,67214,Wichita,2,5,KS Courts Registry,2026-08-17
Kutak Rock LLP,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19946,Wichita,KS,Sedgwick,(316) 248-6481,,General,"8415 E 21st St N, Ste 200",67206,Wichita,2,2,KS Courts Registry,2026-08-17
"Law Office of Lane R. Palmateer, LLC",https://www.palmateerlawoffice.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=23661,Wichita,KS,Sedgwick,(316) 993-1766,lrpalmateer@gmail.com,Estate Planning,PO Box 75277,67275,Wichita,2,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Prochaska Law Firm LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12941,Wichita,KS,Sedgwick,(316) 683-9080,,General,"8415 E 21st St N, Ste 230",67206,Wichita,2,5,KS Courts Registry,2026-08-17
Law Office Of Derek Park LLC,https://www.derekpark.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=22041,Wichita,KS,Sedgwick,(316) 641-6666,derek@dparklaw.com,Estate Planning,12430 Huntersview Ct,67235,Wichita,2,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
"Pate & Paugh, LLC",https://www.patepaugh.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=23118,Wichita,KS,Sedgwick,(316) 303-0100,cpate@patepaugh.com,Family Law,"310 W Central, Ste 108",67202,Wichita,4,3,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Kristen B. Patty,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14714,Wichita,KS,Sedgwick,(316) 651-0030,,General,PO Box 3545,67201-3545,Wichita,2,,KS Courts Registry,2026-08-17
Biggs Paul LLC,https://www.biggspaul.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=23460,Wichita,KS,Sedgwick,(316) 684-2929,jtp@biggspaul.com,Estate Planning,3500 N. Rock Rd Bldg 1100,67226,Wichita,2,3,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Pearson Equity LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=16076,Wichita,KS,Sedgwick,(316) 570-2404,,General,6905 W Clearmeadow Cir,67205,Wichita,2,1,KS Courts Registry,2026-08-17
Wallace Saunders Chtd,https://www.wallacesaunders.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=12949,Wichita,KS,Sedgwick,(316) 269-2100,,Personal Injury,300 W Douglas Ste 100,67202,Wichita,5,3,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Pittman Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21036,Wichita,KS,Sedgwick,(316) 616-7716,,General,2828 N. Wild Rose Ct,67205,Wichita,2,1,KS Courts Registry,2026-08-17
Sedgwick County Finance,,,https://directory-kard.kscourts.gov/Home/Details?regNum=23443,Wichita,KS,Sedgwick,(316) 660-7141,,General,100 N Broadway Ste 610,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Minter & Pollak LC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21681,Wichita,KS,Sedgwick,(316) 265-0797,,General,"800 E. 1st St., Suite 310",67202,Wichita,2,2,KS Courts Registry,2026-08-17
Andrea Ramsay,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11284,Wichita,KS,Sedgwick,(316) 267-6130,,General,1725 S. Mission Rd.,67207,Wichita,2,1,KS Courts Registry,2026-08-17
LawPoint,,,https://directory-kard.kscourts.gov/Home/Details?regNum=21905,Wichita,KS,Sedgwick,(316) 269-1950,,General,"151 N. Main, Ste 430",67202,Wichita,2,3,KS Courts Registry,2026-08-17
Thomas M. Rhoads,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10005,Wichita,KS,Sedgwick,(316) 260-4440,,General,200 E 1st St Ste 301,67202-2114,Wichita,2,,KS Courts Registry,2026-08-17
"Santo Law Office, PA",https://www.santolaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=26177,Wichita,KS,Sedgwick,(316) 689-4245,2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,Criminal Defense,"111 S. Whittier St, Ste 310",67207,Wichita,5,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Cordell Law LLP,,,https://directory-kard.kscourts.gov/Home/Details?regNum=30641,Wichita,KS,Sedgwick,(316) 330-2425,,General,301 N Main Ste 900,67202,Wichita,2,2,KS Courts Registry,2026-08-17
DeVaughn James LLC,https://www.devaughnjames.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=24164,Wichita,KS,Sedgwick,(316) 888-8888,,Personal Injury,3241 N Toben,67226,Wichita,5,2,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Schrag Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=11112,Clearwater,KS,Sedgwick,(316) 272-6741,,General,Box 203,67026,Wichita,2,1,KS Courts Registry,2026-08-17
"S.A. Scimeca, Attorney & Counselor At Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=7786,Wichita,KS,Sedgwick,(316) 269-3200,,General,"River Park Place, 727 N. Waco Ave, Ste 580",67203-3956,Wichita,2,,KS Courts Registry,2026-08-17
Air Capital Wills and Trusts LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=17936,Wichita,KS,Sedgwick,(316) 285-0713,,General,608 S. Oliver Ave,67218,Wichita,2,1,KS Courts Registry,2026-08-17
"Mark Sevart, Attorney at Law",https://www.sevartlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=12503,Wichita,KS,Sedgwick,(316) 686-1519,sevartlaw@gmail.com,Personal Injury,PO Box 781602,67278,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Sevart & Sevart,https://www.sevartlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=8132,Wichita,KS,Sedgwick,(316) 636-1287,sevartlaw@gmail.com,Personal Injury,559 N. Longford Ln,67206,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
N. Trip Shawver,,,https://directory-kard.kscourts.gov/Home/Details?regNum=7046,Wichita,KS,Sedgwick,(316) 262-6466,,General,228 N Broadview St,67208,Wichita,2,1,KS Courts Registry,2026-08-17
Flint Hills Resources,,,https://directory-kard.kscourts.gov/Home/Details?regNum=30502,Wichita,KS,Sedgwick,(832) 472-9090,,General,4111 E 37th Street North PO Box 2256,67220,Wichita,2,2,KS Courts Registry,2026-08-17
"The Law Office of Linda Small, Ltd",,,https://directory-kard.kscourts.gov/Home/Details?regNum=22031,Wichita,KS,Sedgwick,(316) 558-5800,,General,"727 N Waco Ave, Ste 150",67203,Wichita,2,1,KS Courts Registry,2026-08-17
Death Penalty Defense Unit,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19510,Wichita,KS,Sedgwick,(316) 264-9077,,General,"604 N Main, Ste F",67203,Wichita,2,2,KS Courts Registry,2026-08-17
Southerland Entertainment & Media Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=30763,Wichita,KS,Sedgwick,(316) 247-2544,,General,1118 W 14th St N,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Randy S. Stalcup,https://www.randystalcuplaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=8945,Wichita,KS,Sedgwick,(316) 213-9247,stalcuplaw@hotmail.com,Personal Injury,"1655 S Georgetown St, #225",67218,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Standifer Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19263,Wichita,KS,Sedgwick,(316) 371-5188,,General,5704 N Athenian Ave,67204,Wichita,2,1,KS Courts Registry,2026-08-17
"Audie L. Strotkamp, Attorney at Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=11656,Bel Aire,KS,Sedgwick,(316) 215-3340,,General,4701 Farmstead,67220,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of John M. Studtmann,https://www.studtmannlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=17370,Wichita,KS,Sedgwick,(316) 330-7883,frontdesk@studtmannlaw.com,Family Law,1421 N Saint Paul,67203,Wichita,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Michael J. Studtmann P.A,https://www.studtmannlaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=12562,Wichita,KS,Sedgwick,(316) 942-8400,frontdesk@studtmannlaw.com,Family Law,6235 W Kellogg,67209,Wichita,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
13 Ranch,,,https://directory-kard.kscourts.gov/Home/Details?regNum=6711,Andover,KS,Sedgwick,(316) 258-0114,,General,1111 W. 13th St,67002,Wichita,2,1,KS Courts Registry,2026-08-17
"Freddys Frozen Custard, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=21387,Wichita,KS,Sedgwick,(316) 706-3936,,General,3020 N Cypress Ste 200,67226,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Julian Thomas LLC,https://www.julianthomaslaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=17791,Wichita,KS,Sedgwick,(316) 866-9900,julian@julianthomaslaw.com,Family Law,"100 N Broadway, Ste 435",67202,Wichita,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Wichita Luxury Homes,,,https://directory-kard.kscourts.gov/Home/Details?regNum=24121,Wichita,KS,Sedgwick,(316) 393-6075,,General,4925 S Broadway Ave #1155,67216,Wichita,2,1,KS Courts Registry,2026-08-17
Office Of Chapter 12/13 Trustee - Wichita Division,,,https://directory-kard.kscourts.gov/Home/Details?regNum=24185,Wichita,KS,Sedgwick,(316) 271-1791,,General,"300 W Douglas Ave, Ste 650",67202,Wichita,2,1,KS Courts Registry,2026-08-17
Valdez Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29863,Wichita,KS,Sedgwick,(316) 330-3473,,General,"200 N Broadway Ave, Ste 240",67202,Wichita,2,1,KS Courts Registry,2026-08-17
"Kenneth Van Blaricum, Attny At Law",,,https://directory-kard.kscourts.gov/Home/Details?regNum=7062,Wichita,KS,Sedgwick,(316) 665-1399,,General,1985 North McLean Blvd,67203,Wichita,2,1,KS Courts Registry,2026-08-17
Law Offices of M. Steven Wagle,,,https://directory-kard.kscourts.gov/Home/Details?regNum=12913,Wichita,KS,Sedgwick,(316) 264-4878,,General,301 N. Market,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Mueller Water Products,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20564,Sedgwick,KS,Sedgwick,(316) 452-3926,,General,12400 N 151st St W,67135,Wichita,2,1,KS Courts Registry,2026-08-17
Jorns & Associates,,,https://directory-kard.kscourts.gov/Home/Details?regNum=22543,Wichita,KS,Sedgwick,(316) 243-9059,,General,301 N. Saint Francis Ave,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Larry Wall Trial Law,https://www.triallawfirm.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=7732,Wichita,KS,Sedgwick,(316) 265-6000,,Personal Injury,121 S Whittier St,67207,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Ward Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=14546,Wichita,KS,Sedgwick,(316) 260-3120,,General,"8415 East 21st St. North, Ste 250",67206,Wichita,2,5,KS Courts Registry,2026-08-17
"Warner Law Offices, P.A.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=12004,Wichita,KS,Sedgwick,(316) 269-2500,,General,310 W Central Ste 110,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Fugate Enterprises LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25633,Wichita,KS,Sedgwick,(316) 462-5154,,General,208 S Maize Rd,67209,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Michael P. Whalen,https://www.whalenlawoffice.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=16611,Wichita,KS,Sedgwick,(316) 265-2598,,Criminal Defense,PO Box 8441,67208,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Broc E. Whitehead,,,https://directory-kard.kscourts.gov/Home/Details?regNum=10789,Wichita,KS,Sedgwick,(316) 263-6500,,General,310 W Central Ste 211,67202,Wichita,2,1,KS Courts Registry,2026-08-17
LodgeWorks Partners LP,,,https://directory-kard.kscourts.gov/Home/Details?regNum=28719,Wichita,KS,Sedgwick,(316) 681-5123,,General,"8100 E 22nd St N, Bldg 500",67226,Wichita,2,1,KS Courts Registry,2026-08-17
Wiechman Law Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25099,Wichita,KS,Sedgwick,(316) 267-6259,,General,"727 N Waco, Suite 278",67203,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office of Jeffrey J. Williams,,,https://directory-kard.kscourts.gov/Home/Details?regNum=24472,Wichita,KS,Sedgwick,(316) 682-7381,,General,"Bldg 2300, Ste 2 8100 E. 22nd St N",67226,Wichita,2,1,KS Courts Registry,2026-08-17
"Bell Law Office, LLC",,,https://directory-kard.kscourts.gov/Home/Details?regNum=22099,Wichita,KS,Sedgwick,(316) 267-1220,,General,PO Box 643,67201,Wichita,2,1,KS Courts Registry,2026-08-17
The Lange Companies,,,https://directory-kard.kscourts.gov/Home/Details?regNum=17767,Wichita,KS,Sedgwick,(316) 258-9270,,General,444 W. 47th St S.,67217,Wichita,2,1,KS Courts Registry,2026-08-17
"Gregory SJ Beuke, Ltd",,,https://directory-kard.kscourts.gov/Home/Details?regNum=24531,Wichita,KS,Sedgwick,(316) 263-0356,,General,301 N Main St Ste #1000,67202,Wichita,2,1,KS Courts Registry,2026-08-17
Bloomer Law,,,https://directory-kard.kscourts.gov/Home/Details?regNum=8504,Wichita,KS,Sedgwick,(785) 545-8150,,General,1242 S Siena St,67235,Wichita,2,1,KS Courts Registry,2026-08-17
Angela Depp Bloomer-Steven,,,https://directory-kard.kscourts.gov/Home/Details?regNum=20281,Goddard,KS,Sedgwick,(316) 617-3587,,General,1060 N 199th St Cir W,67052,Wichita,2,1,KS Courts Registry,2026-08-17
K5 Enterprises,,,https://directory-kard.kscourts.gov/Home/Details?regNum=24306,Wichita,KS,Sedgwick,(316) 828-6975,,General,1550 N Lindberg Cir,67206,Wichita,2,3,KS Courts Registry,2026-08-17
Elder Law of Kansas,https://www.kansaslaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=7703,Derby,KS,Sedgwick,(316) 777-1186,,Personal Injury,1121 N College Park Dr Ste 500,67037,Wichita,5,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search,2026-08-17
Sedgwick County Conflicts Office,,,https://directory-kard.kscourts.gov/Home/Details?regNum=29059,Wichita,KS,Sedgwick,(316) 655-1182,,General,266 N Main St Ste 210,67202-1514,Wichita,2,,KS Courts Registry,2026-08-17
Bruce Law LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19925,Wichita,KS,Sedgwick,(620) 200-4676,,General,6414 W Northwind St,67205-2560,Wichita,2,,KS Courts Registry,2026-08-17
"Robert P. Burns, P.A.",,,https://directory-kard.kscourts.gov/Home/Details?regNum=12227,Wichita,KS,Sedgwick,(316) 613-2500,,General,"2400 N Woodlawn Blvd, Ste 215",67220,Wichita,2,1,KS Courts Registry,2026-08-17
Law Office Of Arlene M. Burrow LLC,https://www.arleneburrow.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=20498,Derby,KS,Sedgwick,(316) 789-0909,amburrow3@gmail.com,Family Law,1259 N Rainbow Dr Ste 300,67037,Wichita,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Ascension Legal-KS/OK Markets,,,https://directory-kard.kscourts.gov/Home/Details?regNum=25544,Wichita,KS,Sedgwick,(316) 858-4922,,General,929 N St. Francis,67214,Wichita,2,1,KS Courts Registry,2026-08-17
Thomas Guttenberg,https://www.guttenberglawoffice.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=29703,Wichita,KS,Sedgwick,(316) 294-9616,tom@guttenberglawoffice.com,Family Law,6620 W 47th St N,67205,Wichita,4,1,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
Donnelly-Mills & Hobson LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=26670,Wichita,KS,Sedgwick,(316) 263-7977,,General,310 W Central Ste 212,67202,Wichita,2,2,KS Courts Registry,2026-08-17
Holubec And Loy LLC,,,https://directory-kard.kscourts.gov/Home/Details?regNum=19312,Wichita,KS,Sedgwick,(316) 263-7857,,General,"820 N Main, Ste 108",67203-3605,Wichita,2,1,KS Courts Registry,2026-08-17
District County Judge Div. 17,,,https://directory-kard.kscourts.gov/Home/Details?regNum=13004,Wichita,KS,Sedgwick,(316) 660-5617,,General,525 Main. 4-1,67203,Wichita,2,1,KS Courts Registry,2026-08-17
"Milby Law Offices, PA",https://www.milbylaw.com,,https://directory-kard.kscourts.gov/Home/Details?regNum=15497,Wichita,KS,Sedgwick,(316) 221-3955,kansas-bankruptcy-ladies-midwest-law-group-milby-law-offices-logo-@400px.png,Bankruptcy,"300 W. Douglas, Ste 600",67202,Wichita,2,,KS Courts Registry; website via DuckDuckGo/Google Business Profile search; email via firm website scrape,2026-08-17
